"","Reservoir","Genbank.accession","TGG.W..AAG.K.","ApU","CAT.H..GTT.V.","AGA.Bias","AAT.N..ATA.I.","CpA","TTT.F..ACT.T.","K.Bias","TGG.W..TGG.W.","GCT.Bias","CAG.Q..AGC.S.","tga","GTA.Bias","ApC","GAG.E..AAA.K.","AAC.N..AAG.K.","aca","GpG","CGA.R..CCC.P.","C.Bias","GCA.Bias","AAT.N..GGT.G.","GCT.A..CAG.Q.","AGA.R..GAA.E.","cag","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"12","swine","DQ811785.1",-0.409042929456048,0.868619815028336,0.27051345538606,0.457943925233645,0.118443976613388,1.31589100267115,-0.37753179955772,0.0601617250673854,0,0.521885521885522,-9999,0.173345050443477,0.195678271308523,1.18415793183482,0.223926096862892,0.377925378060855,0.164627986125198,0.893433906660049,-9999,0.0315902964959569,0.326599326599327,0.305869081566197,-0.792795971686187,-9999,0.0919027638127053,0,0,0,0,0,1,0,0
"13","swine","DQ811786.2",-0.961446730929368,0.862738989174221,0.288321458662822,0.471428571428571,0.141632193657495,1.31774608362647,-0.693397285384594,0.0634445723053318,0,0.536756126021004,-9999,0.174196092834138,0.183724832214765,1.16244215023888,0.418857993321966,0.254356854566225,0.163484180829696,0.891637870770463,-9999,0.031837360951285,0.323220536756126,0.31579296906086,-0.307778147117678,-9999,0.0923264796573323,0,0,0,0,0,1,0,0
"14","swine","DQ811787.1",-0.441832752279039,0.870234446055088,0.350921892108116,0.476666666666667,0.0980522544960304,1.32306595645359,-0.508904347500281,0.0604567845947156,0,0.513416815742397,-9999,0.175974466650494,0.176543209876543,1.18311158071313,0.228045521914416,0.247271048392464,0.157734777406429,0.887413578458766,-9999,0.0317957904164801,0.32737030411449,0.282290742588531,-0.769816848248268,-9999,0.0914553432519358,0,0,0,0,0,1,0,0
"15","swine","DQ811788.1",-0.454736157114947,0.867411578488561,0.206474201129272,0.463722397476341,0.00507820977324188,1.33803114755711,-0.37258123874904,0.060504745470233,0,0.532883642495784,-9999,0.17300116879056,0.193548387096774,1.18647422145841,0.232375145010158,0.502603327536586,0.167035611246058,0.897038101180148,-9999,0.0314926660914582,0.33389544688027,0.32604625985849,-0.158681602713132,-9999,0.0917204472467196,0,0,0,0,0,1,0,0
"16","swine","DQ811789.2",-1.00298345993255,0.859943101292372,0.230008263751771,0.47877358490566,0.0507851670420698,1.34089146801232,-0.593745284992447,0.0630366018978762,0,0.538638985005767,-9999,0.173636649060439,0.18633034987795,1.16683589489006,0.447817918547876,0.466601752583397,0.166920045156955,0.887146925567283,-9999,0.0313300195812622,0.33679354094579,0.338935639055854,0.0738447409343701,-9999,0.0910472973583391,0,0,0,0,0,1,0,0
"17","camelid","DQ915164.2",0.00858374369139144,0.943136799597843,-0.00765422116786689,0.291545189504373,-0.239465374331146,1.22953092253332,0.174219325425526,0.0579609630436937,0,0.524332810047096,0.478432126757469,0.149176224128596,0.165027322404372,1.05220227639897,0.444046025974106,-0.9939999743369,0.106617776828908,0.912839057456344,-9999,0.0342811849796889,0.28414442700157,-0.00707884195787002,-0.750367784330878,-0.854849450151164,0.0957565064242995,0,0.748576207123184,0.251423792876816,0,0,0,0,0
"18","bird","EU095850.1",0.252996514463891,0.840122814606615,0.889336680483356,0.31322505800464,-0.112707403409799,1.27174563740024,0.199998998173272,0.0633343682086309,0,0.429696287964004,-9999,0.146397521233123,0.221957040572792,1.12768949440269,0.557763769232743,-0.554289013339294,0.137102440519908,0.907582233131196,-9999,0.0327538031667184,0.38132733408324,0.19315513420336,-0.182646578013478,0.253010030890262,0.105602444769572,1,0,0,0,0,0,0,0
"19","bird","FJ376619.2",0.316178417281399,0.905436951687458,-0.0979754425892225,0.298305084745763,-0.831902253776301,1.33310951974424,-0.0727166675814636,0.0516592139326901,0.206922865367278,0.448220064724919,0.0814673416906959,0.146852269899032,0.205755395683453,1.20061810231064,0.279944217683075,0.174387702539416,0.180426301864795,0.990280226989549,-9999,0.0265944928218404,0.375404530744337,0.226855914974219,0.655146236513494,0.161158010903544,0.124196622312378,1,0,0,0,0,0,0,0
"20","bird","FJ376620.1",0.318453731118535,0.907666043288385,-0.126777313255593,0.294915254237288,-0.1602398593057,1.32734101264462,0.0127231022903124,0.0518012714857546,0.207067524708484,0.455128205128205,0.0378692601358148,0.146351709732656,0.202586206896552,1.19064265912818,0.247889767399542,0.219764354277731,0.178084043057867,0.982875310752805,-9999,0.0266070167176831,0.371794871794872,0.292914275260563,0.459002696401704,0.190774192994604,0.125014451117427,1,0,0,0,0,0,0,0
"21","bird","FJ376621.1",0.282232467684216,0.918568897557536,0.361538616290544,0.297385620915033,0.186554057424234,1.32818200432134,-0.225411037332058,0.0502175702693167,0,0.517017828200972,-9999,0.156019494163538,0.182960893854749,1.16520131417419,0.443873819240632,0.14194309095465,0.156830687374093,0.981437577504949,-9999,0.0272844878278255,0.307941653160454,0.193320995363511,-0.334591534206297,-0.453572178813611,0.109511083425013,1,0,0,0,0,0,0,0
"22","bird","FJ376622.1",-0.0853598489511569,0.926412450495575,0.249180808202127,0.225396825396825,0.0022277449021364,1.30857230018003,-0.0170872000069454,0.047345599437478,0,0.386039886039886,0.673762001592801,0.137353587151703,0.216255442670537,1.16595911871711,-1.35509420243468,0.382906160396038,0.17909553971526,0.94877030056988,-9999,0.0271885620532052,0.333333333333333,-0.284077788026504,0.117016885523138,0.30337917883015,0.143558471992232,1,0,0,0,0,0,0,0
"23","yinpterochiroptera","FJ588686.1",0.0466405774531111,0.851654206124922,0.0991263380658363,0.361003861003861,-9999,1.32642766342387,-0.566755569031096,0.0566348842210911,0,0.516765285996055,0.95985127773039,0.164136426982691,0.196236559139785,1.17042695284954,-0.475675571775813,0.402023277483613,0.194071664052177,0.91286280469518,2.71380549089286,0.0313284106387555,0.285996055226824,0.0850755072003897,-0.575898755115728,0.243614385643038,0.111115540986737,0,0,0,0,0,0,0,1
"24","rodent","FJ647218.1",-0.584858405123031,0.942416904197147,0.224847396448952,0.248041775456919,0.190898242525909,1.17802257781327,0.545516507092106,0.0576164965126857,0,0.443465491923642,0.319252190841268,0.154091773999658,0.133192389006343,0.955329886071476,-0.229969752824738,0.147780982527168,0.0982918740209938,0.875456536027219,-9999,0.0371980188011725,0.229074889867841,0.376385278884194,0.197949649684409,0.446600308519071,0.108564658954304,0,0,0,0,1,0,0,0
"25","rodent","FJ647219.1",-0.570837106588346,0.959300041483841,0.451348103350417,0.235294117647059,-0.158060894802204,1.15011626556994,0.652873599920679,0.0569377990430622,0,0.444915254237288,-0.919620660036986,0.151001445257801,0.131901840490798,0.951330738187482,-0.270020009654712,0.537129787246984,0.100433519404026,0.878866966432803,-9999,0.0370334928229665,0.214689265536723,0.0801419806636763,0.252999152878415,-0.514739523087127,0.106988620903589,0,0,0,0,1,0,0,0
"26","rodent","FJ647220.1",-0.564837731916574,0.948353269677258,0.223758767116393,0.241645244215938,-0.29991861845055,1.16811728814376,0.640470431818826,0.0576168929110106,0,0.434402332361516,-0.0823578406937451,0.153271006546689,0.131914893617021,0.950843170091239,-0.285871883974062,0.237630365517294,0.0996960346534697,0.879915544464714,-9999,0.0377073906485671,0.224489795918367,0.22553823287525,0.0521815400986721,0.397042074654477,0.10761581310725,0,0,0,0,1,0,0,0
"27","rodent","FJ647221.1",-0.571982999728993,0.950017726827165,0.354404276220216,0.239690721649484,-0.0486099618577606,1.15779749880089,0.676864089154443,0.0573140289565651,0,0.434782608695652,-0.718582546914443,0.152749464824148,0.136075949367089,0.959743849404541,-0.196757776810547,0.236396444967932,0.0991122481683405,0.876117464249356,-9999,0.0375436844732901,0.215942028985507,0.224271888320393,0.143319398990685,0.471790851578886,0.107041228021808,0,0,0,0,1,0,0,0
"28","rodent","FJ647222.1",-0.590036384636134,0.953525865324995,0.451878721662796,0.241293532338308,0.234861560575289,1.15844617838983,0.565266514868418,0.0569340257741874,0,0.455840455840456,-0.229425408351191,0.151797926776576,0.134888438133874,0.956145252842108,-0.212878692237747,0.451178826706407,0.0992434668106515,0.875519714362159,-9999,0.0365454895172148,0.216524216524216,0.23358908165672,0.332232183528228,-0.455540532550579,0.107924337430023,0,0,0,0,1,0,0,0
"29","rodent","FJ647223.1",-0.528199591702044,0.962945060709049,0.274769002028961,0.255754475703325,0.023616153348806,1.14612669072713,0.39217767395139,0.0566809505259057,0,0.443019943019943,-0.870031641667265,0.155041624487444,0.139201637666325,0.947651093064626,0.169534248220263,0.116309185877354,0.0950330439252857,0.877669700081644,-9999,0.0373977405531749,0.222222222222222,0.171360274199813,0.317949275599024,-0.535366732682108,0.102271433020332,0,0,0,0,1,0,0,0
"30","rodent","FJ647224.1",0.113610415129968,0.965037533651405,-0.116587021002171,0.22879177377892,0.42236737454986,1.14535283891777,0.581719912219882,0.0576123339081043,0,0.444933920704846,-0.0617872054533,0.151779774793654,0.136797454931071,0.934878937744712,0.0714503968004477,0.563211221856063,0.0943369677179017,0.863211027076303,-9999,0.037123440511208,0.237885462555066,0.34241913220403,0.273719004796591,-0.504799207570441,0.102276217476339,0,0,0,0,1,0,0,0
"31","rodent","FJ647225.1",-0.584858405123031,0.943372464918791,0.218885886809,0.248041775456919,0.198125189357011,1.17750270265981,0.544348315804634,0.0576164965126857,0,0.443465491923642,0.323256829907276,0.154061238503675,0.134249471458774,0.955496647814519,-0.229969752824738,0.140058936433258,0.0980389699568844,0.874690662549442,-9999,0.0371980188011725,0.229074889867841,0.379077070549906,0.0210481603597939,0.446600308519071,0.108076293071518,0,0,0,0,1,0,0,0
"32","rodent","FJ647226.1",-0.572002797200857,0.959249936271028,0.4008115042375,0.236453201970443,-0.155898731797709,1.15208032718644,0.654137975635559,0.0570334928229665,0,0.447592067988669,-0.90962121546967,0.150738129150772,0.132517838939857,0.952512683898126,-0.268340748134992,0.535964096634473,0.100258383574699,0.879392042881346,-9999,0.0370334928229665,0.213881019830028,0.0818427790643551,0.247000721916658,-0.519653537889556,0.106802054297524,0,0,0,0,1,0,0,0
"33","rodent","FJ647227.1",-0.58665416194982,0.95224556578794,0.325939247678019,0.243781094527363,0.0722153731770464,1.17120304221354,0.511971568067542,0.0570294345468629,0,0.454022988505747,0.162961243705131,0.152357971416528,0.12846865364851,0.944719662672539,-0.296347095016053,0.493125178385198,0.098515416702971,0.878233105646773,-9999,0.0365995352439969,0.225574712643678,0.230072426048785,0.29943564116718,-0.541394208422957,0.107920229753374,0,0,0,0,1,0,0,0
"34","rodent","FJ884686.1",-0.587786664902119,0.941983339625593,0.214220303874665,0.248041775456919,0.203240290023782,1.17791661747323,0.545516507092106,0.0576164965126857,0,0.442815249266862,0.329697990288558,0.153883593800835,0.134249471458774,0.957148028255063,-0.229913039369456,0.13713067665417,0.0987750533805053,0.87472173306369,-9999,0.0371980188011725,0.228739002932551,0.379077070549906,0.201975836566666,0.451795125396175,0.108115483960222,0,0,0,0,1,0,0,0
"35","rodent","FJ884687.1",-0.590706375005454,0.942633556419192,0.210750395148222,0.248041775456919,0.200548498358071,1.17749652655466,0.549010328910446,0.0576164965126857,0,0.443631039531479,0.331113418691889,0.153887537653526,0.134249471458774,0.954491323808032,-0.221197766751902,0.141933012644745,0.0985440681180391,0.873651492956397,-9999,0.0371980188011725,0.228404099560761,0.376385278884194,0.153615234524602,0.446600308519071,0.108118254830929,0,0,0,0,1,0,0,0
"36","carnivore","FJ938051.1",0.0832823484297632,0.865033012683812,0.0963109286750588,0.387323943661972,-0.571949626095579,1.26938684731184,-0.291514976214653,0.0644639046287438,0,0.500578034682081,-9999,0.170838253721803,0.19534184823441,1.20533753082054,-0.18509006275572,0.105388005893369,0.164657419650827,0.887575520215758,-9999,0.0305394068732063,0.301734104046243,0.336701946266958,-9999,-0.0811255448123685,0.0907346441619419,0,0,1,0,0,0,0,0
"37","carnivore","FJ938052.1",-0.224206008726136,0.884143651813734,0.535713760647935,0.424242424242424,0.0214853410226129,1.31810472185867,-0.641330878067589,0.0644403669724771,0,0.491309385863268,-9999,0.172204251324093,0.190874524714829,1.18084344067264,0.0361523603513496,0.61901501790158,0.169502044812588,0.887041685415423,-9999,0.0303853211009174,0.325608342989571,0.335059195521246,-9999,-1.37200166669514,0.0958055035897235,0,0,1,0,0,0,0,0
"38","carnivore","FJ938053.1",0.102528746485301,0.877211503161947,0.447267329300407,0.414117647058823,0.178692767807557,1.32089022634462,-0.853364188674183,0.063349746454031,0,0.475917431192661,-9999,0.16647616370054,0.190045248868778,1.1985947819785,-0.676817344444203,0.278564927464295,0.172623732522569,0.890827169112102,-9999,0.0301315499375322,0.342889908256881,0.138514020249035,-9999,-0.947047011722155,0.0961479763765305,0,0,1,0,0,0,0,0
"39","carnivore","FJ938054.1",-0.0574210533687073,0.879227223643858,0.370771596739296,0.419902912621359,0.209822040451937,1.32189191596248,-0.812516868122523,0.062852897473997,0,0.488940628637951,-9999,0.164523850112972,0.189825360668185,1.18844377968436,-0.897827950732924,0.113249723739312,0.169688275901271,0.892315716495731,-9999,0.0302377414561664,0.335273573923166,0.0529962581419905,-9999,-0.981679012213666,0.095910764639849,0,0,1,0,0,0,0,0
"40","carnivore","FJ938055.1",-0.219339819074963,0.876606979126401,-0.352278446244225,0.4064039408867,-0.0395217460274529,1.30425833192733,-0.694689694581069,0.0656301390342353,0,0.502369668246445,-9999,0.17768520853664,0.186915887850467,1.19320367613725,-0.223224849752191,0.47945895042541,0.172278466368167,0.890069318754063,-9999,0.0308715802063089,0.325829383886256,0.352045134830724,-9999,-9999,0.0936349439176484,0,0,1,0,0,0,0,0
"41","carnivore","FJ938056.1",-0.0627409294257646,0.859967125523228,0.199315362895346,0.414634146341463,-0.242458678219222,1.32701270122165,-1.15257729198319,0.0650613221657194,0,0.49592549476135,-0.0887007704166511,0.173182048840733,0.189628482972136,1.22322962739793,0.171595990591407,0.635979332115803,0.173673345433189,0.891446239542568,-9999,0.0310349985043374,0.339930151338766,0.348318894749663,-9999,-1.06717612213422,0.098504966787424,0,0,1,0,0,0,0,0
"42","carnivore","FJ938057.1",-0.0618143098320391,0.87151724008207,0.262179400885339,0.430288461538462,-0.370453947802389,1.31200109271781,-0.684814716008053,0.0641298758539631,0,0.486454652532391,-9999,0.171568085248874,0.181054239877769,1.19648850131743,-1.0463658308744,0.413053968260986,0.168610014813548,0.898373999080078,-9999,0.0302651876882392,0.327444051825677,0.452949592385379,-1.34390429811285,-0.0749311422714733,0.094658253930413,0,0,1,0,0,0,0,0
"43","carnivore","FJ938058.1",-0.0390236882289911,0.869918162693264,0.312332924551579,0.407228915662651,-0.282047090659532,1.29307375301148,-0.65161006111776,0.064437504760454,0,0.471830985915493,-9999,0.171207777976384,0.174152876280536,1.18754822778563,-0.0507206441280375,0.758578108255217,0.164885481891584,0.895845167670725,-9999,0.0306954071140224,0.320422535211268,0.278997822281719,-9999,-0.63923237255522,0.0928113065248638,0,0,1,0,0,0,0,0
"44","carnivore","FJ938059.1",-0.221930694889,0.882081492195395,0.492519790011797,0.425178147268409,0.0634668785853648,1.31507486113396,-0.661147935614329,0.0645871559633028,0,0.493039443155453,-9999,0.173845292540584,0.19,1.18147362429396,0.0702542920135385,0.564742543681768,0.169160100259349,0.887414947157952,-9999,0.0300917431192661,0.322505800464037,0.374355859065321,-9999,-1.3818482200173,0.0949367909618794,0,0,1,0,0,0,0,0
"45","carnivore","FJ938060.1",-1.26004535751471,0.876747130659884,0.0988394086241339,0.443127962085308,-0.078693657480625,1.29654095399103,-0.84661024106409,0.0631888317413666,0,0.490173410404624,-9999,0.170934510089536,0.174772036474164,1.19418245762332,0.168150456880184,0.671538791313658,0.170687851344818,0.886977758650366,-9999,0.0302718589272594,0.322543352601156,0.479917105244574,-9999,0.434748897390634,0.0947169579716908,0,0,1,0,0,0,0,0
"46","carnivore","FJ938061.1",-1.26120882477801,0.877712044114215,0.150442188732864,0.444180522565321,-0.0743674570308048,1.29503905408165,-0.843304707186549,0.0633107311320755,0,0.489461358313817,-0.00390414400812722,0.170612526423143,0.173252279635258,1.19503795924092,0.176666508426925,0.665343866894993,0.170116559776564,0.889256479766111,-9999,0.0298496462264151,0.325526932084309,0.483759832871835,-9999,0.427008055636956,0.0929937462335445,0,0,1,0,0,0,0,0
"47","carnivore","FJ938062.1",-0.196491834387184,0.877897585519351,0.21249735327373,0.401891252955083,0.416134987022817,1.32451975423457,-0.868778563928115,0.0640611225389362,0,0.485057471264368,-9999,0.175108950036879,0.190332326283988,1.1777405227706,-0.23110755365426,0.360452427976339,0.168212957630364,0.876536926814939,-9999,0.0304143402879812,0.32183908045977,0.365220817485974,-9999,-0.140577411715523,0.100730746223746,0,0,1,0,0,0,0,0
"48","rodent","FJ938068.1",-0.857199762219355,0.962590124635072,0.21718810927338,0.247689463955638,-0.724226578881382,1.18887187517581,0.614856520233375,0.0571524966261808,0,0.466995073891626,-0.536395263970783,0.1530679778512,0.129096989966555,0.952708847027801,0.213381560158194,0.0665052760940276,0.0971527348005333,0.87265891923546,-9999,0.0376518218623482,0.232512315270936,0.299994892206145,0.0558668692223087,-0.344337396288167,0.108102803231289,0,0,0,0,1,0,0,0
"49","carnivore","GQ152141.1",0.153011727540127,0.874310358316866,-0.47284533773672,0.423841059602649,0.0314115998968942,1.30950931857568,-0.420738733119578,0.0626070205479452,0,0.482935153583618,-9999,0.174279624023281,0.177829099307159,1.18654406146172,0.155005746146992,0.479377587846611,0.178246158851691,0.882436134326659,-9999,0.0316780821917808,0.324232081911263,0.287454160895384,-0.877999954335829,-0.345576050870684,0.0909823926266629,0,0,1,0,0,0,0,0
"50","bird","GQ427173.1",-0.0969105774859419,0.832200394084914,0.613145550557188,0.320665083135392,-0.161000214915358,1.27772091420411,-0.033496785169098,0.0639322613221471,0,0.43658810325477,-9999,0.147936292531669,0.2152,1.13356200982497,0.582420658000333,-0.485563985176786,0.137662938883637,0.895336077786082,-9999,0.0332478831663171,0.389450056116723,0.156822985566107,-0.247067176483927,0.646315947633301,0.106842877939539,1,0,0,0,0,0,0,0
"51","bird","GQ427174.1",0.177758436093287,0.843435697625775,0.492175354582555,0.334090909090909,-0.136316873488894,1.26333452318652,0.209962887926762,0.0628008073280547,0,0.44206974128234,0.19301417170319,0.146969934992819,0.223916532905297,1.1203261856625,0.330988418886479,-0.0735559921876189,0.135367045388123,0.911696368184438,-9999,0.0333799099518708,0.371203599550056,0.194393624834922,-0.268625820665304,-0.0132291623242587,0.103910322459836,1,0,0,0,0,0,0,0
"52","bird","GQ427175.1",0.271450156480022,0.850569058018977,0.778481764921342,0.346987951807229,-0.0582351435764405,1.27177972761201,0.160801781811499,0.0641731977962288,0,0.447309417040359,-9999,0.149938709999826,0.228198859005705,1.09987175198104,0.17208034946977,-0.40123532166194,0.13679975087613,0.905554880633023,-9999,0.0335221541087918,0.36322869955157,0.200597705540271,-0.123482055947201,0.218867109568797,0.102277779845242,1,0,0,0,0,0,0,0
"53","bird","GQ427176.1",0.0651859798846955,0.839759241459118,0.671409381462095,0.335714285714286,-0.0878917658635673,1.27204226859729,0.359030458966098,0.0639801226803323,0,0.447694038245219,-9999,0.143532903543236,0.233387358184765,1.14167596544841,0.0491113785662321,0.404010466928937,0.142249067196696,0.917316619775448,-9999,0.0330771022594922,0.371203599550056,0.148768982322075,-0.314739565706507,0.299753385333786,0.106815184032176,1,0,0,0,0,0,0,0
"54","carnivore","GQ477367.1",0.130916035258539,0.857823261297222,0.674438781963329,0.492682926829268,0.552407759172574,1.32383036252568,-0.471061722292377,0.0654906284454245,0,0.555555555555556,0.467957920273988,0.179098080201502,0.190821256038647,1.17186749530419,0.449224717650059,-0.313247976736068,0.176677835874455,0.872050667605135,-9999,0.030356486585814,0.308132875143184,0.298564214932296,-1.22109446486886,-0.234583085718846,0.0910011866969796,0,0,0,0,0,1,0,0
"55","yinpterochiroptera","GU190215.1",-0.176076040456224,0.823412228318903,0.792655595972847,0.350828729281768,-0.831747692889768,1.25381880318947,0.123770582383216,0.054699779943414,0,0.515105740181269,1.52817724455868,0.154004664766382,0.165195460277427,1.22331700000629,-0.208488543697887,0.386057420930715,0.1825518709182,0.913618087317443,-9999,0.0304935554856963,0.25226586102719,0.353970016525886,-0.468431292820932,0.19841436835858,0.117694621853983,0,0,0,0,0,0,0,1
"56","carnivore","GU553361.1",0.127522442347407,0.874758599730244,-0.112378834257879,0.40855106888361,0.112963405716768,1.30661184638532,-1.10955423774915,0.0644379132990448,0,0.497727272727273,-9999,0.173190610837419,0.162861491628615,1.17893152527466,-0.44873788698266,0.537474271622522,0.164826291564021,0.883864549699917,-9999,0.030051432770022,0.323863636363636,0.399014143209662,-9999,0.191409066978446,0.0944676059113192,0,0,1,0,0,0,0,0
"57","carnivore","GU553362.1",0.127522442347407,0.873525291142292,-0.108376594766399,0.410926365795725,0.123950967000614,1.30719371762589,-1.10771091925486,0.0644379132990448,0,0.497162315550511,-9999,0.172728052838886,0.161216730038023,1.18104356402521,-0.295768915074652,0.5277547421213,0.165592563476596,0.884046557239066,-9999,0.030051432770022,0.323496027241771,0.382741745645302,-9999,0.187247272634851,0.0942376698536944,0,0,1,0,0,0,0,0
"58","rodent","GU593319.1",-0.879025350468747,0.951347083729312,0.268561261953885,0.242718446601942,-0.636352854155805,1.18700995433881,0.342455172761403,0.05809701235079,0,0.443037974683544,0.123813212600043,0.154149224713618,0.121584699453552,0.943047632117192,-0.223831071932793,-0.0568115166503911,0.100419890681017,0.864020146396727,-9999,0.038363347823087,0.233690360272639,0.261981523052061,0.0375710014786114,-0.87184331713886,0.107927919890813,0,0,0,0,1,0,0,0
"59","human","HM034837.1",0.46821631867164,0.924154825905154,-0.244922665051855,0.329073482428115,0.0778424346229616,1.08989056364104,0.142761687025041,0.0559447558046437,0,0.647859922178988,-9999,0.148045913607408,0.197558268590455,1.09171770624564,-0.290489270926622,-0.239458962451215,0.0793103108611113,0.909815427876826,-9999,0.0356285028022418,0.229571984435798,0.172503600879756,-0.0282924649053225,0.405023056124209,0.0558344588462223,0,0,0,1,0,0,0,0
"60","carnivore","HM245925.1",-0.834750644335115,0.842718068956173,-0.202713498205433,0.27212389380531,-1.32248063277122,1.33669744457424,-0.314741936896061,0.0594250148192057,0,0.472941176470588,0.517776309715861,0.153212483925258,0.150705270972532,1.30856225279823,0.436056113233984,0.764186363851931,0.168821906268741,0.873457324087167,-9999,0.0351956135151156,0.325882352941177,0.43041689827718,-9999,-0.347307870765306,0.088133200000893,0,0,1,0,0,0,0,0
